,location_name,cause_name,year,GBD_val
256451,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2003,9899.451567659511
256457,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2004,9689.356597542375
256463,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2005,9376.852449411479
256469,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2006,8976.817953578065
256475,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2007,8447.051571636608
256481,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2008,7816.587696665357
256487,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2009,7210.047053875479
256493,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2010,6535.6038761472355
256499,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2011,5848.252377391543
256505,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2012,5188.2563895099765
256511,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2013,4568.561848187169
256517,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2014,3954.3948100874354
256523,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2015,3462.470853369104
256535,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2016,3087.7926588154246
256529,World Bank Low Income,HIV/AIDS and sexually transmitted infections,2017,2799.5345206976435
253517,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1990,524.3738576035953
253523,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1991,594.398863604823
253529,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1992,679.4415586131781
253535,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1993,769.2545402031517
253541,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1994,870.5137664768871
253547,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1995,984.6381575386138
253553,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1996,1106.0238435751282
253559,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1997,1233.5126801900853
253565,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1998,1360.4871272457624
253571,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,1999,1486.2072560661913
253577,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2000,1624.4820307573048
253583,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2001,1686.7042929325366
253589,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2002,1757.9482766769506
253595,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2003,1815.2294805688987
253601,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2004,1847.5972270352984
253607,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2005,1860.3323535983154
253613,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2006,1832.4480199602588
253619,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2007,1773.6864026416501
253625,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2008,1663.2490466761883
253631,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2009,1554.8285301473825
253637,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2010,1455.4271323603393
253643,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2011,1356.740972024849
253649,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2012,1260.8203594632264
253655,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2013,1158.0231201819738
253661,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2014,1109.0239402745474
253664,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2015,1039.5718497532564
253679,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2016,958.0488995764177
253673,World Bank Lower Middle Income,HIV/AIDS and sexually transmitted infections,2017,898.6219184774902
254861,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1990,151.33224299824522
254867,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1991,167.62333918089863
254873,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1992,188.36382867511105
254879,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1993,218.18207141547109
254885,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1994,255.2821965612963
254891,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1995,300.9983188550763
254897,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1996,354.4174803598076
254903,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1997,411.27778316191115
254909,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1998,477.5646646209542
254915,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,1999,557.8961498133257
254921,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2000,638.9052790447079
254927,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2001,719.7843561986591
254933,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2002,795.6682865188752
254939,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2003,861.0811142612927
254945,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2004,907.7465344020779
254951,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2005,935.7106744660663
254957,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2006,947.3546106438176
254963,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2007,944.7598208656328
254969,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2008,930.0623149366644
254975,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2009,896.4956054427454
254981,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2010,841.7516108012302
254987,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2011,781.3931066369496
254993,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2012,723.0277892715883
254999,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2013,672.3299769791199
255005,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2014,627.5640694972766
255008,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2015,602.6648487784688
255023,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2016,567.3303166129399
255017,World Bank Upper Middle Income,HIV/AIDS and sexually transmitted infections,2017,499.1309285754929
382373,World Bank High Income,Maternal and neonatal disorders,1990,612.3613067437391
382379,World Bank High Income,Maternal and neonatal disorders,1991,581.4072857229345
382385,World Bank High Income,Maternal and neonatal disorders,1992,545.7975846312602
382391,World Bank High Income,Maternal and neonatal disorders,1993,514.7762643741612
382397,World Bank High Income,Maternal and neonatal disorders,1994,488.94753162750334
382403,World Bank High Income,Maternal and neonatal disorders,1995,457.51194592135596
382409,World Bank High Income,Maternal and neonatal disorders,1996,434.99351178915384
382415,World Bank High Income,Maternal and neonatal disorders,1997,415.00638907822645
382421,World Bank High Income,Maternal and neonatal disorders,1998,399.0297350462122
382427,World Bank High Income,Maternal and neonatal disorders,1999,388.07833070414864
382433,World Bank High Income,Maternal and neonatal disorders,2000,375.7056784674291
382439,World Bank High Income,Maternal and neonatal disorders,2001,360.7778001844001
382445,World Bank High Income,Maternal and neonatal disorders,2002,350.50458019532823
382451,World Bank High Income,Maternal and neonatal disorders,2003,342.0824223382171
382457,World Bank High Income,Maternal and neonatal disorders,2004,329.19782931622683
382463,World Bank High Income,Maternal and neonatal disorders,2005,320.97165563820124
382469,World Bank High Income,Maternal and neonatal disorders,2006,312.846552341008
382475,World Bank High Income,Maternal and neonatal disorders,2007,306.5680470850903
382481,World Bank High Income,Maternal and neonatal disorders,2008,295.0125449550466
382487,World Bank High Income,Maternal and neonatal disorders,2009,281.23716993132115
382493,World Bank High Income,Maternal and neonatal disorders,2010,265.9701975922895
382499,World Bank High Income,Maternal and neonatal disorders,2011,256.9678858157687
382505,World Bank High Income,Maternal and neonatal disorders,2012,248.9860897248492
382511,World Bank High Income,Maternal and neonatal disorders,2013,242.51139061330537
382517,World Bank High Income,Maternal and neonatal disorders,2014,236.6091678750179
382520,World Bank High Income,Maternal and neonatal disorders,2015,231.0338954807673
382535,World Bank High Income,Maternal and neonatal disorders,2016,223.43351046850384
382529,World Bank High Income,Maternal and neonatal disorders,2017,214.20032364403502
392789,World Bank Low Income,Maternal and neonatal disorders,1990,12667.576225604502
392795,World Bank Low Income,Maternal and neonatal disorders,1991,12478.529970684714
392801,World Bank Low Income,Maternal and neonatal disorders,1992,12326.472758814121
392807,World Bank Low Income,Maternal and neonatal disorders,1993,12376.766577077984
392813,World Bank Low Income,Maternal and neonatal disorders,1994,12151.997123256317
392819,World Bank Low Income,Maternal and neonatal disorders,1995,12024.120513995169
392825,World Bank Low Income,Maternal and neonatal disorders,1996,11831.583623571914
392831,World Bank Low Income,Maternal and neonatal disorders,1997,11669.067291289963
392837,World Bank Low Income,Maternal and neonatal disorders,1998,11406.430135613171
392843,World Bank Low Income,Maternal and neonatal disorders,1999,11172.393010594957
392849,World Bank Low Income,Maternal and neonatal disorders,2000,10900.22837186808
392855,World Bank Low Income,Maternal and neonatal disorders,2001,10650.657178266263
392861,World Bank Low Income,Maternal and neonatal disorders,2002,10340.99184228944
392867,World Bank Low Income,Maternal and neonatal disorders,2003,10160.967527964687
392873,World Bank Low Income,Maternal and neonatal disorders,2004,9898.158538524724
392879,World Bank Low Income,Maternal and neonatal disorders,2005,9639.938524305016
392885,World Bank Low Income,Maternal and neonatal disorders,2006,9400.46700390172
392891,World Bank Low Income,Maternal and neonatal disorders,2007,9113.640607668613
392897,World Bank Low Income,Maternal and neonatal disorders,2008,8850.253344623681
392903,World Bank Low Income,Maternal and neonatal disorders,2009,8593.924317331144
392909,World Bank Low Income,Maternal and neonatal disorders,2010,8309.737944169987
392915,World Bank Low Income,Maternal and neonatal disorders,2011,8040.456837014037
392921,World Bank Low Income,Maternal and neonatal disorders,2012,7746.467517499787
392927,World Bank Low Income,Maternal and neonatal disorders,2013,7473.117313136018
392933,World Bank Low Income,Maternal and neonatal disorders,2014,7203.473809898996
392939,World Bank Low Income,Maternal and neonatal disorders,2015,6931.329781893811
392951,World Bank Low Income,Maternal and neonatal disorders,2016,6662.287962337174
392945,World Bank Low Income,Maternal and neonatal disorders,2017,6411.794752323882
389933,World Bank Lower Middle Income,Maternal and neonatal disorders,1990,8948.450049838248
389939,World Bank Lower Middle Income,Maternal and neonatal disorders,1991,8756.797520907121
389945,World Bank Lower Middle Income,Maternal and neonatal disorders,1992,8598.074344310115
389951,World Bank Lower Middle Income,Maternal and neonatal disorders,1993,8359.837282524415
389957,World Bank Lower Middle Income,Maternal and neonatal disorders,1994,8113.542626732457
389963,World Bank Lower Middle Income,Maternal and neonatal disorders,1995,7886.165831308313
389969,World Bank Lower Middle Income,Maternal and neonatal disorders,1996,7621.881085391223
389975,World Bank Lower Middle Income,Maternal and neonatal disorders,1997,7450.324578120658
389981,World Bank Lower Middle Income,Maternal and neonatal disorders,1998,7300.98857135524
389987,World Bank Lower Middle Income,Maternal and neonatal disorders,1999,7096.208049530872
389993,World Bank Lower Middle Income,Maternal and neonatal disorders,2000,6895.268964476997
389999,World Bank Lower Middle Income,Maternal and neonatal disorders,2001,6660.333710314693
390005,World Bank Lower Middle Income,Maternal and neonatal disorders,2002,6434.691449298208
390011,World Bank Lower Middle Income,Maternal and neonatal disorders,2003,6230.561304695312
390017,World Bank Lower Middle Income,Maternal and neonatal disorders,2004,6024.452176882788
390023,World Bank Lower Middle Income,Maternal and neonatal disorders,2005,5825.5364740989335
390029,World Bank Lower Middle Income,Maternal and neonatal disorders,2006,5601.222258858173
390035,World Bank Lower Middle Income,Maternal and neonatal disorders,2007,5376.501446543332
390041,World Bank Lower Middle Income,Maternal and neonatal disorders,2008,5169.536055071727
390047,World Bank Lower Middle Income,Maternal and neonatal disorders,2009,4978.742603655231
390053,World Bank Lower Middle Income,Maternal and neonatal disorders,2010,4803.830823342578
390059,World Bank Lower Middle Income,Maternal and neonatal disorders,2011,4614.462605762249
390065,World Bank Lower Middle Income,Maternal and neonatal disorders,2012,4411.872117238328
390071,World Bank Lower Middle Income,Maternal and neonatal disorders,2013,4194.288236389415
390077,World Bank Lower Middle Income,Maternal and neonatal disorders,2014,3985.850507169806
390083,World Bank Lower Middle Income,Maternal and neonatal disorders,2015,3790.7642784509258
390095,World Bank Lower Middle Income,Maternal and neonatal disorders,2016,3590.0307422553333
390089,World Bank Lower Middle Income,Maternal and neonatal disorders,2017,3399.290441435261
391277,World Bank Upper Middle Income,Maternal and neonatal disorders,1990,2850.2828887790242
391283,World Bank Upper Middle Income,Maternal and neonatal disorders,1991,2715.3673723110073
391289,World Bank Upper Middle Income,Maternal and neonatal disorders,1992,2569.987270235389
391295,World Bank Upper Middle Income,Maternal and neonatal disorders,1993,2420.1806399811376
391301,World Bank Upper Middle Income,Maternal and neonatal disorders,1994,2282.8988863767795
391307,World Bank Upper Middle Income,Maternal and neonatal disorders,1995,2163.109834422344
391313,World Bank Upper Middle Income,Maternal and neonatal disorders,1996,2053.3049163451515
391319,World Bank Upper Middle Income,Maternal and neonatal disorders,1997,1955.5536302101639
391325,World Bank Upper Middle Income,Maternal and neonatal disorders,1998,1857.4565375107709
391331,World Bank Upper Middle Income,Maternal and neonatal disorders,1999,1766.1939051891354
391337,World Bank Upper Middle Income,Maternal and neonatal disorders,2000,1676.674450117597
391343,World Bank Upper Middle Income,Maternal and neonatal disorders,2001,1591.3003494334735
391349,World Bank Upper Middle Income,Maternal and neonatal disorders,2002,1512.3312867694235
391355,World Bank Upper Middle Income,Maternal and neonatal disorders,2003,1430.148554403346
391361,World Bank Upper Middle Income,Maternal and neonatal disorders,2004,1347.8608326991075
391367,World Bank Upper Middle Income,Maternal and neonatal disorders,2005,1271.036540564556
391373,World Bank Upper Middle Income,Maternal and neonatal disorders,2006,1197.6881501555804
391379,World Bank Upper Middle Income,Maternal and neonatal disorders,2007,1135.5956523519174
391385,World Bank Upper Middle Income,Maternal and neonatal disorders,2008,1081.192682837486
391391,World Bank Upper Middle Income,Maternal and neonatal disorders,2009,1026.1726703730128
391397,World Bank Upper Middle Income,Maternal and neonatal disorders,2010,966.3128849726667
391403,World Bank Upper Middle Income,Maternal and neonatal disorders,2011,908.5018513298534
391409,World Bank Upper Middle Income,Maternal and neonatal disorders,2012,861.5614968819065
391415,World Bank Upper Middle Income,Maternal and neonatal disorders,2013,815.858282085271
391421,World Bank Upper Middle Income,Maternal and neonatal disorders,2014,773.2415758523697
391424,World Bank Upper Middle Income,Maternal and neonatal disorders,2015,720.7696906522623
391439,World Bank Upper Middle Income,Maternal and neonatal disorders,2016,663.0525181921479
391433,World Bank Upper Middle Income,Maternal and neonatal disorders,2017,611.6090727323137
143645,World Bank High Income,Mental disorders,1990,0.7786341577339728
143651,World Bank High Income,Mental disorders,1991,0.7875321452538359
143657,World Bank High Income,Mental disorders,1992,0.8095561305581777
143663,World Bank High Income,Mental disorders,1993,0.8573409190894493
143669,World Bank High Income,Mental disorders,1994,0.8895080032708014
143675,World Bank High Income,Mental disorders,1995,0.9194068109761062
143681,World Bank High Income,Mental disorders,1996,0.9505662915836982
143687,World Bank High Income,Mental disorders,1997,0.9939729387247074
143693,World Bank High Income,Mental disorders,1998,1.0048300428625745
143699,World Bank High Income,Mental disorders,1999,1.0204115018976536
143705,World Bank High Income,Mental disorders,2000,1.0023275980263109
143711,World Bank High Income,Mental disorders,2001,1.0061675995219386
143717,World Bank High Income,Mental disorders,2002,1.0199811688883995
143723,World Bank High Income,Mental disorders,2003,1.0225421570883657
143729,World Bank High Income,Mental disorders,2004,0.9936318561773241
143735,World Bank High Income,Mental disorders,2005,0.9832263160327124
143741,World Bank High Income,Mental disorders,2006,0.9697812879569436
143747,World Bank High Income,Mental disorders,2007,0.9589065521007629
143753,World Bank High Income,Mental disorders,2008,0.9636004147011559
143759,World Bank High Income,Mental disorders,2009,0.952326030592218
143765,World Bank High Income,Mental disorders,2010,0.9544212079716936
143771,World Bank High Income,Mental disorders,2011,0.957442450140656
143777,World Bank High Income,Mental disorders,2012,0.9440030993287976
143783,World Bank High Income,Mental disorders,2013,0.93104201957475
143789,World Bank High Income,Mental disorders,2014,0.939134441478342
143792,World Bank High Income,Mental disorders,2015,0.9411909358855524
143807,World Bank High Income,Mental disorders,2016,0.9472699049634988
143801,World Bank High Income,Mental disorders,2017,0.9518895256088424
154061,World Bank Low Income,Mental disorders,1990,0.011002925645870926
154067,World Bank Low Income,Mental disorders,1991,0.011240376003503822
154073,World Bank Low Income,Mental disorders,1992,0.011398218993785472
154079,World Bank Low Income,Mental disorders,1993,0.01156031522993878
154085,World Bank Low Income,Mental disorders,1994,0.011634611203844248
154091,World Bank Low Income,Mental disorders,1995,0.011772137154293169
154097,World Bank Low Income,Mental disorders,1996,0.011934307442796069
154103,World Bank Low Income,Mental disorders,1997,0.012005561877783696
154109,World Bank Low Income,Mental disorders,1998,0.012176452986352488
154115,World Bank Low Income,Mental disorders,1999,0.01229924465224335
154121,World Bank Low Income,Mental disorders,2000,0.012532055324622536
154127,World Bank Low Income,Mental disorders,2001,0.012682172059054312
154133,World Bank Low Income,Mental disorders,2002,0.012915585169444677
154139,World Bank Low Income,Mental disorders,2003,0.01326680803947202
154145,World Bank Low Income,Mental disorders,2004,0.013637455696910009
154151,World Bank Low Income,Mental disorders,2005,0.013784118272473243
154157,World Bank Low Income,Mental disorders,2006,0.01405185913420533
154163,World Bank Low Income,Mental disorders,2007,0.014350955144435606
154169,World Bank Low Income,Mental disorders,2008,0.014704152944078688
154175,World Bank Low Income,Mental disorders,2009,0.015118926354357385
154181,World Bank Low Income,Mental disorders,2010,0.015549969775758838
154187,World Bank Low Income,Mental disorders,2011,0.016028417044909947
154193,World Bank Low Income,Mental disorders,2012,0.016569717605910843
154199,World Bank Low Income,Mental disorders,2013,0.017177344839036456
154205,World Bank Low Income,Mental disorders,2014,0.017869169690940483
154211,World Bank Low Income,Mental disorders,2015,0.018598481080325392
154223,World Bank Low Income,Mental disorders,2016,0.019335335775743447
154217,World Bank Low Income,Mental disorders,2017,0.020050037302091053
151205,World Bank Lower Middle Income,Mental disorders,1990,0.02150604035073035
151211,World Bank Lower Middle Income,Mental disorders,1991,0.02231449946721236
151217,World Bank Lower Middle Income,Mental disorders,1992,0.02308047547510225
151223,World Bank Lower Middle Income,Mental disorders,1993,0.02361925939414154
151229,World Bank Lower Middle Income,Mental disorders,1994,0.024256473771691243
151235,World Bank Lower Middle Income,Mental disorders,1995,0.024994733662393645
151241,World Bank Lower Middle Income,Mental disorders,1996,0.0255699180746287
151247,World Bank Lower Middle Income,Mental disorders,1997,0.026157270393087736
151253,World Bank Lower Middle Income,Mental disorders,1998,0.026743420506599083
151259,World Bank Lower Middle Income,Mental disorders,1999,0.027408643426268732
151265,World Bank Lower Middle Income,Mental disorders,2000,0.02800419859257066
151271,World Bank Lower Middle Income,Mental disorders,2001,0.028489892460710164
151277,World Bank Lower Middle Income,Mental disorders,2002,0.02913172766659965
151283,World Bank Lower Middle Income,Mental disorders,2003,0.02982431431810072
151289,World Bank Lower Middle Income,Mental disorders,2004,0.030887529853826014
151295,World Bank Lower Middle Income,Mental disorders,2005,0.032382548123762685
151301,World Bank Lower Middle Income,Mental disorders,2006,0.03351579668940823
151307,World Bank Lower Middle Income,Mental disorders,2007,0.03467567237520048
151313,World Bank Lower Middle Income,Mental disorders,2008,0.03589002177531854
151319,World Bank Lower Middle Income,Mental disorders,2009,0.03721005225600306
151325,World Bank Lower Middle Income,Mental disorders,2010,0.039099001948110335
151331,World Bank Lower Middle Income,Mental disorders,2011,0.040995046602009116
151337,World Bank Lower Middle Income,Mental disorders,2012,0.04210277811387892
151343,World Bank Lower Middle Income,Mental disorders,2013,0.04393549877950817
151349,World Bank Lower Middle Income,Mental disorders,2014,0.045566644841809514
151355,World Bank Lower Middle Income,Mental disorders,2015,0.04757836076528769
151367,World Bank Lower Middle Income,Mental disorders,2016,0.05071553509234647
151361,World Bank Lower Middle Income,Mental disorders,2017,0.053057519044442884
152549,World Bank Upper Middle Income,Mental disorders,1990,0.08725350767232018
152555,World Bank Upper Middle Income,Mental disorders,1991,0.0915231147192015
152561,World Bank Upper Middle Income,Mental disorders,1992,0.0977900837787114
152567,World Bank Upper Middle Income,Mental disorders,1993,0.10552451879397663
152573,World Bank Upper Middle Income,Mental disorders,1994,0.11196301277279903
152579,World Bank Upper Middle Income,Mental disorders,1995,0.11606719503438698
152585,World Bank Upper Middle Income,Mental disorders,1996,0.1155332310128643
152591,World Bank Upper Middle Income,Mental disorders,1997,0.11767554446571935
152597,World Bank Upper Middle Income,Mental disorders,1998,0.11308937763882093
152603,World Bank Upper Middle Income,Mental disorders,1999,0.11668763487751865
152609,World Bank Upper Middle Income,Mental disorders,2000,0.11527252346539453
152615,World Bank Upper Middle Income,Mental disorders,2001,0.11293973728517608
152621,World Bank Upper Middle Income,Mental disorders,2002,0.11259222027489127
152627,World Bank Upper Middle Income,Mental disorders,2003,0.1123055058735369
152633,World Bank Upper Middle Income,Mental disorders,2004,0.11435273380720602
152639,World Bank Upper Middle Income,Mental disorders,2005,0.11356974014919195
152645,World Bank Upper Middle Income,Mental disorders,2006,0.11411040905057634
152651,World Bank Upper Middle Income,Mental disorders,2007,0.12506380728771582
152657,World Bank Upper Middle Income,Mental disorders,2008,0.13150548780550972
152663,World Bank Upper Middle Income,Mental disorders,2009,0.1403472937086273
152669,World Bank Upper Middle Income,Mental disorders,2010,0.14390204604945572
152675,World Bank Upper Middle Income,Mental disorders,2011,0.14596822141263327
152681,World Bank Upper Middle Income,Mental disorders,2012,0.15015852255079407
152687,World Bank Upper Middle Income,Mental disorders,2013,0.15117226448669094
152693,World Bank Upper Middle Income,Mental disorders,2014,0.15762458409644367
152699,World Bank Upper Middle Income,Mental disorders,2015,0.15884834515094365
152711,World Bank Upper Middle Income,Mental disorders,2016,0.16117579769520374
152705,World Bank Upper Middle Income,Mental disorders,2017,0.16610105901341224
552893,World Bank High Income,Musculoskeletal disorders,1990,47.12606088476007
552899,World Bank High Income,Musculoskeletal disorders,1991,47.29666424703265
552905,World Bank High Income,Musculoskeletal disorders,1992,47.18462683729397
552911,World Bank High Income,Musculoskeletal disorders,1993,47.71586709628344
552917,World Bank High Income,Musculoskeletal disorders,1994,47.95318001342726
552923,World Bank High Income,Musculoskeletal disorders,1995,48.61879738016856
552929,World Bank High Income,Musculoskeletal disorders,1996,48.55346197538438
552935,World Bank High Income,Musculoskeletal disorders,1997,48.650494944066274
552941,World Bank High Income,Musculoskeletal disorders,1998,48.77658113867954
552947,World Bank High Income,Musculoskeletal disorders,1999,49.08903080801699
552953,World Bank High Income,Musculoskeletal disorders,2000,49.2835018336529
552959,World Bank High Income,Musculoskeletal disorders,2001,49.573659030855815
552965,World Bank High Income,Musculoskeletal disorders,2002,49.61151282389076
552971,World Bank High Income,Musculoskeletal disorders,2003,49.44718653266067
552977,World Bank High Income,Musculoskeletal disorders,2004,48.23168980829428
552983,World Bank High Income,Musculoskeletal disorders,2005,47.83385094179726
552989,World Bank High Income,Musculoskeletal disorders,2006,46.93077836021543
552995,World Bank High Income,Musculoskeletal disorders,2007,46.15941330859446
553001,World Bank High Income,Musculoskeletal disorders,2008,45.684963243208024
553007,World Bank High Income,Musculoskeletal disorders,2009,45.06999286156486
553013,World Bank High Income,Musculoskeletal disorders,2010,44.31811314173642
553019,World Bank High Income,Musculoskeletal disorders,2011,44.33953168142562
553025,World Bank High Income,Musculoskeletal disorders,2012,44.01562721234027
553031,World Bank High Income,Musculoskeletal disorders,2013,43.89858076425156
553037,World Bank High Income,Musculoskeletal disorders,2014,43.81582712213845
553043,World Bank High Income,Musculoskeletal disorders,2015,44.18665078633147
553055,World Bank High Income,Musculoskeletal disorders,2016,44.8791363450881
553049,World Bank High Income,Musculoskeletal disorders,2017,45.31947490516947
563309,World Bank Low Income,Musculoskeletal disorders,1990,31.74539481720873
563315,World Bank Low Income,Musculoskeletal disorders,1991,31.786736959683576
563321,World Bank Low Income,Musculoskeletal disorders,1992,31.82215633622004
563327,World Bank Low Income,Musculoskeletal disorders,1993,31.83011453277901
563333,World Bank Low Income,Musculoskeletal disorders,1994,31.75181112717823
563339,World Bank Low Income,Musculoskeletal disorders,1995,31.6944531166796
563345,World Bank Low Income,Musculoskeletal disorders,1996,31.56727287627685
563351,World Bank Low Income,Musculoskeletal disorders,1997,31.188087189578532
563357,World Bank Low Income,Musculoskeletal disorders,1998,30.879391070150472
563363,World Bank Low Income,Musculoskeletal disorders,1999,30.37922588713115
563369,World Bank Low Income,Musculoskeletal disorders,2000,29.89120337656345
563375,World Bank Low Income,Musculoskeletal disorders,2001,29.34972248037295
563381,World Bank Low Income,Musculoskeletal disorders,2002,28.82178972261416
563387,World Bank Low Income,Musculoskeletal disorders,2003,28.505241216638797
563393,World Bank Low Income,Musculoskeletal disorders,2004,28.12787999883361
563399,World Bank Low Income,Musculoskeletal disorders,2005,27.711777310653726
563405,World Bank Low Income,Musculoskeletal disorders,2006,27.53477068406593
563411,World Bank Low Income,Musculoskeletal disorders,2007,27.326082117417467
563417,World Bank Low Income,Musculoskeletal disorders,2008,27.132842397532343
563423,World Bank Low Income,Musculoskeletal disorders,2009,26.97665622143768
563429,World Bank Low Income,Musculoskeletal disorders,2010,26.872335235831443
563435,World Bank Low Income,Musculoskeletal disorders,2011,26.76901475344468
563441,World Bank Low Income,Musculoskeletal disorders,2012,26.687523791356767
563447,World Bank Low Income,Musculoskeletal disorders,2013,26.606540296257574
563453,World Bank Low Income,Musculoskeletal disorders,2014,26.56302614441019
563459,World Bank Low Income,Musculoskeletal disorders,2015,26.526595097595077
563471,World Bank Low Income,Musculoskeletal disorders,2016,26.468354309337958
563465,World Bank Low Income,Musculoskeletal disorders,2017,26.396461281458286
560453,World Bank Lower Middle Income,Musculoskeletal disorders,1990,28.28598601076549
560459,World Bank Lower Middle Income,Musculoskeletal disorders,1991,28.509460203590226
560465,World Bank Lower Middle Income,Musculoskeletal disorders,1992,28.833601355609087
560471,World Bank Lower Middle Income,Musculoskeletal disorders,1993,28.63316727911344
560477,World Bank Lower Middle Income,Musculoskeletal disorders,1994,28.459130646549358
560483,World Bank Lower Middle Income,Musculoskeletal disorders,1995,28.47104779589832
560489,World Bank Lower Middle Income,Musculoskeletal disorders,1996,28.5880490304405
560495,World Bank Lower Middle Income,Musculoskeletal disorders,1997,29.384102490053593
560501,World Bank Lower Middle Income,Musculoskeletal disorders,1998,29.82010766346561
560507,World Bank Lower Middle Income,Musculoskeletal disorders,1999,30.055674498635284
560513,World Bank Lower Middle Income,Musculoskeletal disorders,2000,30.47499485006113
560519,World Bank Lower Middle Income,Musculoskeletal disorders,2001,30.77550250643849
560525,World Bank Lower Middle Income,Musculoskeletal disorders,2002,30.922374016626822
560531,World Bank Lower Middle Income,Musculoskeletal disorders,2003,30.940849502107614
560537,World Bank Lower Middle Income,Musculoskeletal disorders,2004,30.75215680957634
560543,World Bank Lower Middle Income,Musculoskeletal disorders,2005,31.07358192877191
560549,World Bank Lower Middle Income,Musculoskeletal disorders,2006,31.70412580948083
560555,World Bank Lower Middle Income,Musculoskeletal disorders,2007,32.27199114123712
560561,World Bank Lower Middle Income,Musculoskeletal disorders,2008,32.9791172901636
560567,World Bank Lower Middle Income,Musculoskeletal disorders,2009,33.26536985978452
560573,World Bank Lower Middle Income,Musculoskeletal disorders,2010,33.737823725918844
560579,World Bank Lower Middle Income,Musculoskeletal disorders,2011,34.00994116236905
560585,World Bank Lower Middle Income,Musculoskeletal disorders,2012,34.01563363615577
